,inputs,targets,predictions
533,aappirikkaavilum,ஆப்பிரிக்காவிலும்,ஆப்பிரிக்காவிலும்
534,aappirikkavilum,ஆப்பிரிக்காவிலும்,ஆப்பிரிக்கவிலும்
535,africaavilum,ஆப்பிரிக்காவிலும்,அப்ரிக்காவிலும்
536,aappirikkaavukku,ஆப்பிரிக்காவுக்கு,ஆப்பிரிக்காவுக்கு
537,africaavukku,ஆப்பிரிக்காவுக்கு,அப்ரிக்காவுக்கு
538,africavukku,ஆப்பிரிக்காவுக்கு,அப்ரிக்கவுக்கு
539,aappirikkaavai,ஆப்பிரிக்காவை,ஆப்பிரிக்காவை
540,africaavai,ஆப்பிரிக்காவை,அபிரிக்காவை
541,africavai,ஆப்பிரிக்காவை,அபிரிக்காவி
542,aayeena,ஆயின,ஆயினா
543,aayina,ஆயின,ஆயின
544,aayeenar,ஆயினர்,ஆயினர்
545,aayinar,ஆயினர்,ஆயினர்
546,aayera,ஆயிர,ஆயிர
547,aayira,ஆயிர,ஆயிர
548,aayerakkanakkil,ஆயிரக்கணக்கில்,ஆயிரக்கணக்கில்
549,aayirakkanakkil,ஆயிரக்கணக்கில்,ஆயிரக்கணக்கில்
550,aayeraththirkum,ஆயிரத்திற்கும்,ஆயிரத்திற்கும்
551,aayiraththirkum,ஆயிரத்திற்கும்,ஆயிரத்திற்கும்
552,aayeraththu,ஆயிரத்து,ஆயிரத்து
553,aayiraththu,ஆயிரத்து,ஆயிரத்து
554,aayeraththai,ஆயிரத்தை,ஆயிரத்தை
555,aayiraththai,ஆயிரத்தை,ஆயிரத்தை
556,aayeram,ஆயிரம்,ஆயிரம்
557,aayiram,ஆயிரம்,ஆயிரம்
558,ayil,ஆயில்,ஐயில்
559,oial,ஆயில்,ஓயல்
560,oil,ஆயில்,ஆயில்
561,oill,ஆயில்,ஆயில்
562,ouil,ஆயில்,ஆயில்
563,ouuil,ஆயில்,ஊயில்
564,oyal,ஆயில்,ஓயல்
565,aayulai,ஆயுளை,ஆயுலை
566,aaitha,ஆய்த,ஆய்த
567,aaytha,ஆய்த,ஆய்த
568,aaivukalin,ஆய்வுகளின்,ஆய்வுகளின்
569,aayuvugalin,ஆய்வுகளின்,ஆயுவுகளின்
570,aayvugalin,ஆய்வுகளின்,ஆய்வுகளின்
571,aayvukalin,ஆய்வுகளின்,ஆய்வுகளின்
572,aaivukalukku,ஆய்வுகளுக்கு,ஆய்வுகளுக்கு
573,aayvugalukku,ஆய்வுகளுக்கு,ஆய்வுகளுக்கு
574,aayvukalukku,ஆய்வுகளுக்கு,ஆய்வுகளுக்கு
575,aaivukalaiyum,ஆய்வுகளையும்,ஆய்வுகளையும்
576,aayvugalaiyum,ஆய்வுகளையும்,ஆய்வுகளையும்
577,aayvukalaiyum,ஆய்வுகளையும்,ஆய்வுகளையும்
578,aaivukal,ஆய்வுகள்,ஆய்வுகள்
579,aayvugal,ஆய்வுகள்,ஆய்வுகள்
580,aayvukal,ஆய்வுகள்,ஆய்வுகள்
581,aaivuk,ஆய்வுக்,ஆய்வுக்
582,aayvuk,ஆய்வுக்,ஆய்வுக்
583,aaivukkatturai,ஆய்வுக்கட்டுரை,ஆய்வுக்கடுதை
584,aayvukkatturai,ஆய்வுக்கட்டுரை,ஆய்வுக்கிட்டுறை
585,aaivukkatturaikal,ஆய்வுக்கட்டுரைகள்,ஆய்வுக்கடுதைகள்
586,aayvukkatturaigal,ஆய்வுக்கட்டுரைகள்,ஆய்வுக்கிட்டுகைகள்
587,aayvukkatturaikal,ஆய்வுக்கட்டுரைகள்,ஆய்வுக்கிட்டுகைகள்
588,aaivukkaaaka,ஆய்வுக்காக,ஆய்வுக்காக
589,aayvukkaaga,ஆய்வுக்காக,ஆய்வுக்காக
590,aayvukkaaka,ஆய்வுக்காக,ஆய்வுக்காக
591,aaivukkaana,ஆய்வுக்கான,ஆய்வுக்கான
592,aayvukkaana,ஆய்வுக்கான,ஆய்வுக்கான
593,aaivukku,ஆய்வுக்கு,ஆய்வுக்கு
594,aayvukku,ஆய்வுக்கு,ஆய்வுக்கு
595,aaivum,ஆய்வும்,ஆய்வும்
596,aayvum,ஆய்வும்,ஆய்வும்
597,aariyar,ஆரியர்,ஆரியர்
598,aariyargalin,ஆரியர்களின்,ஆரியர்களின்
599,aariyarkalin,ஆரியர்களின்,ஆறியர்களின்
600,aarppaattangalai,ஆர்ப்பாட்டங்களை,ஆற்பாட்டங்களை
601,aarppaattanggalai,ஆர்ப்பாட்டங்களை,ஆற்பாட்டங்களை
602,aarppaattangkalai,ஆர்ப்பாட்டங்களை,ஆற்பாட்டங்களை
603,aarppaattangal,ஆர்ப்பாட்டங்கள்,ஆற்ப்பாட்டங்கள்
604,aarppaattanggal,ஆர்ப்பாட்டங்கள்,ஆற்ப்பாட்டங்கள்
605,aarppaattangkal,ஆர்ப்பாட்டங்கள்,ஆற்ப்பாட்டங்கள்
606,aarppaattam,ஆர்ப்பாட்டம்,ஆற்ப்பாட்டம்
607,aarvaththil,ஆர்வத்தில்,ஆர்வத்தில்
608,aarvaththai,ஆர்வத்தை,ஆர்வத்தை
609,aarvaththaik,ஆர்வத்தைக்,ஆர்வத்தைக்
610,aarvamum,ஆர்வமும்,ஆர்வமும்
611,aarae,ஆறே,ஆரே
612,aarkaadu,ஆற்காடு,ஆற்காடு
613,aatkaadu,ஆற்காடு,ஆட்காடு
614,arcod,ஆற்காடு,ஆர்ஜாட்
615,aatralaal,ஆற்றலால்,ஆற்றலால்
616,aatrtralaal,ஆற்றலால்,ஆற்றலால்
617,aatrtralil,ஆற்றலில்,ஆற்றலில்
618,aattralil,ஆற்றலில்,ஆற்றலில்
619,aatrtralulla,ஆற்றலுள்ள,ஆற்றலுள்ள
620,aattralulla,ஆற்றலுள்ள,ஆற்றலுள்ள
621,aatrtru,ஆற்று,ஆற்று
622,aattru,ஆற்று,ஆற்று
623,aatrtrukku,ஆற்றுக்கு,ஆற்றுக்கு
624,aattrukku,ஆற்றுக்கு,ஆற்றுக்கு
625,aalayangalin,ஆலயங்களின்,ஆலையங்களின்
626,aalayanggalin,ஆலயங்களின்,ஆலைங்களின்
627,aalayangkalil,ஆலயங்களின்,ஆலையங்களில்
628,aalayankalin,ஆலயங்களின்,ஆலையங்களின்
629,aalayangalai,ஆலயங்களை,ஆலயங்களை
630,aalayanggalai,ஆலயங்களை,ஆலையங்களை
631,aalayangkalai,ஆலயங்களை,ஆலையங்களை
632,aalayankalai,ஆலயங்களை,ஆலயங்களை
633,aalayath,ஆலயத்,ஆலையத்
634,aalayaththirku,ஆலயத்திற்கு,ஆலையத்திற்கு
635,aalayatthirkku,ஆலயத்திற்கு,ஆலையாத்திற்கு
636,aalayaththukku,ஆலயத்துக்கு,ஆலையத்துக்கு
637,aalayamum,ஆலயமும்,ஆலயமும்
638,aalaiyam,ஆலையம்,ஆலையம்
639,aalaiyum,ஆலையம்,ஆலையும்
640,aaloachanaikalaiyum,ஆலோசனைகளையும்,ஆலோசனைகளையும்
641,aaloasanaigalaiyum,ஆலோசனைகளையும்,ஆலோசனைகளையும்
642,aaloasanaikalaiyum,ஆலோசனைகளையும்,ஆலோசனைகளையும்
643,aaloasanaikalayum,ஆலோசனைகளையும்,ஆலோசனைகளைல்
644,aalosanaigalaiyum,ஆலோசனைகளையும்,ஆலோசம்களையும்
645,aalosanaikalayum,ஆலோசனைகளையும்,ஆலோசம்களையும்
646,aaloachanaikal,ஆலோசனைகள்,ஆலோசனைகள்
647,aaloasanaigal,ஆலோசனைகள்,ஆலோசனைகள்
648,aaloasanaikal,ஆலோசனைகள்,ஆலோசனைகள்
649,aalosanaigal,ஆலோசனைகள்,ஆலோசனைகள்
650,aalosanaikal,ஆலோசனைகள்,ஆலோசம்கள்
651,ikkaruvi,இக்கருவி,இக்கருவி
652,ikkaruviyai,இக்கருவியை,இக்கருவியை
653,ekkoottaththil,இக்கூட்டத்தில்,இக்கோட்டத்தில்
654,ikkoottaththil,இக்கூட்டத்தில்,இக்கோட்டத்தில்
655,engkaethaan,இங்கேதான்,எங்கேதான்
656,ingaethaan,இங்கேதான்,இங்கேதான்
657,ingkaethaan,இங்கேதான்,இங்கேதான்
658,ichaikkaruvi,இசைக்கருவி,இசைக்கருவி
659,isaikkaruvi,இசைக்கருவி,இசைக்கருவி
660,ichaikkaruvikalai,இசைக்கருவிகளை,இசைக்கருவிகளை
661,isaikkaruvigalai,இசைக்கருவிகளை,இசைக்கருவிகளை
662,isaikkaruvikalai,இசைக்கருவிகளை,இசைக்கருவிகளை
663,ichaikkaruviyai,இசைக்கருவியை,இசைக்கருவியை
664,isaikkaruviyai,இசைக்கருவியை,இசைக்கருவியை
